name,location,cuisine,top_dishes,price_for_2,dining_rating,dining_rating_count,delivery_rating,delivery_rating_count,features,price_category,cuisine_list,has_dine_in,has_delivery
Arun Ice Creams,Adambakkam,['Ice Cream'],Invalid,150,3.6,25,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Arun Ice Creams,Tiruvottiyur,['Ice Cream'],Invalid,150,2.0,4,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Arun Ice Creams,Egmore,['Ice Cream'],Invalid,150,2.7,9,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Arun Ice Creams,Ramapuram,['Ice Cream'],Invalid,150,3.5,11,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Junction,Valasaravakkam,['Ice Cream'],Invalid,200,3.4,21,0.0,0,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",Budget,['Ice Cream'],1,0
Aavin Parlour,Sowcarpet,['Ice Cream'],Invalid,200,0.0,0,0.0,0,['Takeaway Only'],Budget,['Ice Cream'],0,0
Aavin Junction,Thiruvanmiyur,['Ice Cream'],Invalid,200,3.0,8,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Junction,Arumbakkam,['Ice Cream'],Invalid,200,2.0,4,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Parlour,Mogappair,['Ice Cream'],Invalid,200,3.7,9,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Parlour,Anna Nagar West,['Ice Cream'],Invalid,200,3.3,8,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Parlour,Royapettah,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Junction,Ashok Nagar,['Ice Cream'],Invalid,200,3.9,9,0.0,0,"['Breakfast', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Junction,Alwarpet,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Anna Nagar East,['Ice Cream'],Invalid,200,3.1,6,0.0,0,"['Desserts and Bakes', 'Indoor Seating']",Budget,['Ice Cream'],1,0
Aavin Parlour,Kolathur,['Ice Cream'],Invalid,200,3.0,5,0.0,0,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Junction,Velachery,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Junction,Besant Nagar,['Ice Cream'],Invalid,200,3.1,5,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Parlour,Perambur,['Ice Cream'],Invalid,200,3.1,6,0.0,0,['Takeaway Only'],Budget,['Ice Cream'],1,0
Aavin Parlour,Egmore,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Avadi,['Ice Cream'],Invalid,200,2.0,4,0.0,0,['Takeaway Only'],Budget,['Ice Cream'],1,0
Aavin Junction,Guindy,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Desserts and Bakes', 'Indoor Seating']",Budget,['Ice Cream'],0,0
Aavin Parlour,Triplicane,['Ice Cream'],Invalid,200,2.0,4,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Aavin Parlour,Teynampet,['Ice Cream'],Invalid,200,0.0,0,0.0,0,['Takeaway Only'],Budget,['Ice Cream'],0,0
Aavin Parlour,George Town,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Koyambedu,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,T. Nagar,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Kilpauk,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Chetpet,['Ice Cream'],Invalid,200,0.0,0,0.0,0,['Outdoor Seating'],Budget,['Ice Cream'],0,0
Aavin Parlour,K.K. Nagar,['Ice Cream'],Invalid,200,0.0,0,0.0,0,['Indoor Seating'],Budget,['Ice Cream'],0,0
Aavin Parlour,Potheri,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,West Mambalam,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Adyar,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Outdoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Junction,Teynampet,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Junction,Adyar,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Mylapore,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Aavin Parlour,Thousand Lights,['Ice Cream'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Takeaway Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
NIC - Natural Ice Creams,Adyar,['Ice Cream'],Invalid,150,0.0,0,4.2,119,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
NIC - Natural Ice Creams,Mylapore,['Ice Cream'],Invalid,150,0.0,0,4.5,145,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
NIC - Natural Ice Creams,Anna Nagar West,['Ice Cream'],Invalid,150,0.0,0,4.4,151,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
NIC - Natural Ice Creams,Porur,['Ice Cream'],Invalid,150,0.0,0,4.6,102,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
NIC - Natural Ice Creams,Tambaram,['Ice Cream'],Invalid,150,0.0,0,4.3,109,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
NIC - Natural Ice Creams,Ambattur,['Ice Cream'],Invalid,150,0.0,0,4.2,101,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
Texas Treat,Selaiyur,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",Invalid,850,3.8,9,3.8,43,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",Mid Range,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",1,1
Texas Treat,Nanganallur,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",Invalid,850,3.2,5,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating']",Mid Range,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",1,0
Texas Treat,Vandalur,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",Invalid,850,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",Mid Range,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",0,0
The Cake Point,Chromepet,['Bakery'],Invalid,200,3.3,35,0.0,0,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
The Cake Point,K.K. Nagar,['Bakery'],Invalid,200,3.5,24,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
The Cake Point,Kolathur,['Bakery'],Invalid,200,3.1,22,0.0,0,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",Budget,['Bakery'],1,0
The Cake Point,Kottivakkam,['Bakery'],Invalid,200,3.2,17,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
The Cake Point,Alwarpet,['Bakery'],Invalid,200,2.5,18,0.0,0,"['Home Delivery', 'Desserts and Bakes', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating']",Budget,['Bakery'],1,0
The Cake Point,Saligramam,['Bakery'],Invalid,200,2.7,11,0.0,0,"['Home Delivery', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating']",Budget,['Bakery'],1,0
The Cake Point,Virugambakkam,['Bakery'],Invalid,200,2.5,12,0.0,0,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
The Cake Point,Selaiyur,['Bakery'],Invalid,200,2.5,10,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
The Cake Point,Kodambakkam,['Bakery'],Invalid,200,3.0,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",Budget,['Bakery'],1,0
The Cake Point,Kilpauk,['Bakery'],Invalid,200,2.0,4,0.0,0,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
The Cake Point,Ambattur,['Bakery'],Invalid,200,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],0,0
The Cake Point,Koyambedu,['Bakery'],Invalid,200,0.0,0,0.0,0,"['Desserts and Bakes', 'Indoor Seating']",Budget,['Bakery'],0,0
The Cake Point,Tambaram,['Bakery'],Invalid,100,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Free Parking', 'Desserts and Bakes']",Budget,['Bakery'],0,0
The Cake Point,Kelambakkam,['Bakery'],Invalid,200,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],0,0
Chai Kanth,Alwarpet,['Beverages'],Invalid,200,0.0,0,4.0,727,"['Home Delivery', 'Self Service']",Budget,['Beverages'],0,1
Chai Kanth,T. Nagar,['Beverages'],Invalid,200,0.0,0,4.3,132,"['Home Delivery', 'Self Service']",Budget,['Beverages'],0,1
Chai Kanth,Egatoor,['Beverages'],Invalid,200,0.0,0,3.2,116,"['Home Delivery', 'Self Service']",Budget,['Beverages'],0,1
Chai Kanth,Taramani,['Beverages'],Invalid,200,0.0,0,0.0,0,"['Home Delivery', 'Self Service']",Budget,['Beverages'],0,0
Chai kanth,Sholinganallur,['Beverages'],Invalid,200,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Self Service']",Budget,['Beverages'],0,0
Chai Kanth,Perungudi,['Beverages'],Invalid,200,0.0,0,0.0,0,"['Home Delivery', 'Self Service']",Budget,['Beverages'],0,0
Chai Kanth,Gst Road,['Beverages'],Invalid,200,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Self Service']",Budget,['Beverages'],0,0
Hot Chaat & Sweets,Poonamalle,"['Street Food', ' Sandwich', ' Fast Food']",Invalid,200,0.0,0,3.7,47,"['Home Delivery', 'Vegetarian Only']",Budget,"['Street Food', ' Sandwich', ' Fast Food']",0,1
Hot Chaat & Sweets,Ambattur,"['Street Food', ' Sandwich']",Invalid,150,2.0,4,3.3,181,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Street Food', ' Sandwich']",1,1
Hot Chaat & Sweets,Maduravoyal,"['Fast Food', ' Mithai', ' Street Food']",Invalid,200,0.0,0,3.6,276,"['Home Delivery', 'Vegetarian Only']",Budget,"['Fast Food', ' Mithai', ' Street Food']",0,1
Hot Chaat & Sweets,Padur,"['Street Food', ' Sandwich']",Invalid,150,0.0,0,3.0,43,"['Home Delivery', 'Indoor Seating']",Budget,"['Street Food', ' Sandwich']",0,1
The Biryani Life,Adyar,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.8,50,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Nungambakkam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,31,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Avadi,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.4,43,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Triplicane,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.7,84,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Alwarpet,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,59,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Anna Nagar East,"['Biryani', ' North Indian']",Invalid,350,0.0,0,4.2,157,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Perambur,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.7,99,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Potheri,"['Biryani', ' North Indian']",Invalid,350,0.0,0,4.1,196,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Thuraipakkam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.7,91,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Madipakkam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,4.1,80,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Tambaram,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.6,90,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Poonamalle,"['Biryani', ' North Indian']",Invalid,350,0.0,0,4.0,130,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Chromepet,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.8,184,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Mogappair,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.6,58,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Medavakkam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,4.1,126,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Velachery,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.8,89,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Nandanam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.8,70,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Washermenpet,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.7,151,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Navallur,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.5,113,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Purasavakkam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,56,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Kanchipuram District,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.7,29,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Kilpauk,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.6,74,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Ekkaduthangal,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.6,65,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Vadapalani,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.2,23,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Ramapuram,"['Biryani', ' North Indian']",Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,0
The Biryani Life,Madhavaram,"['Biryani', ' North Indian']",Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,0
The Biryani Life,Perungudi,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.6,46,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Nanganallur,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,54,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Mandaveli,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.7,42,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Arumbakkam,"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,19,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,East Coast Road (Ecr),"['Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,18,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,1
The Biryani Life,Selaiyur,"['Biryani', ' North Indian']",Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,0
The Biryani Life,Ambattur,"['Biryani', ' North Indian']",Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,0
The Biryani Life,Gst Road,"['Biryani', ' North Indian']",Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,"['Biryani', ' North Indian']",0,0
Curry On Fire by Sketch,Adyar,['Chinese'],Invalid,500,0.0,0,4.2,206,['Home Delivery'],Affordable,['Chinese'],0,1
Curry On Fire By Sketch,Thousand Lights,['Chinese'],Invalid,500,0.0,0,4.2,108,['Delivery Only'],Affordable,['Chinese'],0,1
Curry on Fire by Sketch,Shenoy Nagar,['Chinese'],Invalid,500,0.0,0,4.1,158,['Home Delivery'],Affordable,['Chinese'],0,1
Curry On Fire By Sketch,Ramapuram,['Chinese'],Invalid,500,0.0,0,4.0,81,['Delivery Only'],Affordable,['Chinese'],0,1
Curry on Fire By Sketch,Vadapalani,['Chinese'],Invalid,500,0.0,0,3.9,29,['Delivery Only'],Affordable,['Chinese'],0,1
Curry on Fire by Sketch,Thuraipakkam,['Chinese'],Invalid,500,0.0,0,3.9,69,['Home Delivery'],Affordable,['Chinese'],0,1
Sri Krishna Bhavan,T. Nagar,['South Indian'],Invalid,400,2.8,10,0.0,0,"['Breakfast', 'Home Delivery', 'Wifi', 'Indoor Seating', 'Free Parking']",Affordable,['South Indian'],1,0
SKB,Vadapalani,['South Indian'],Invalid,500,3.3,15,3.9,39,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Affordable,['South Indian'],1,1
SKB,Egmore,['South Indian'],Invalid,400,2.6,10,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table Reservation Not Required']",Affordable,['South Indian'],1,0
Sri Krishna Bhavan,Velachery,['South Indian'],Invalid,400,2.7,13,3.9,20,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,['South Indian'],1,1
Sri Krishna Bhavan,Adyar,['South Indian'],Invalid,400,3.1,8,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Indoor Seating']",Affordable,['South Indian'],1,0
Sri Krishna Bhavan,Saidapet,['South Indian'],Invalid,400,0.0,0,0.0,0,"['Breakfast', 'Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating', 'Wifi']",Affordable,['South Indian'],0,0
Sri Krishna Bhavan,Triplicane,['South Indian'],Invalid,400,3.5,7,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Wifi']",Affordable,['South Indian'],1,0
Sri Krishna Bhavan,Mylapore,['South Indian'],Invalid,400,0.0,0,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Indoor Seating']",Affordable,['South Indian'],0,0
Adraq,Thuraipakkam,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",Invalid,300,0.0,0,2.8,638,"['Breakfast', 'Home Delivery']",Budget,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",0,1
Adraq,Mogappair,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",Invalid,300,0.0,0,2.0,40,"['Breakfast', 'Home Delivery']",Budget,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",0,1
Adraq,T. Nagar,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",Invalid,300,0.0,0,3.2,673,['Home Delivery'],Budget,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",0,1
Adraq,Thousand Lights,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",Invalid,300,0.0,0,3.6,227,['Delivery Only'],Budget,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",0,1
Adraq,Koyambedu,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",Invalid,300,0.0,0,3.6,580,['Delivery Only'],Budget,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",0,1
Master of Momos,Thuraipakkam,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",0,0
Master of Momos,Mogappair,['Momos'],Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,['Momos'],0,0
Master of Momos,T. Nagar,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",Invalid,150,0.0,0,2.4,52,['Home Delivery'],Budget,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",0,1
Master of Momos,Choolaimedu,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",0,0
Master of Momos,Old Mahabalipuram Road (Omr),"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",0,0
Master of Momos,Kovalam,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",0,0
Bowlsome,Thuraipakkam,"['North Indian', ' Desserts']",Invalid,300,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Desserts']",0,0
Bowlsome,Velachery,"['North Indian', ' Desserts']",Invalid,300,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Desserts']",0,0
Bowlsome,Anna Nagar East,"['North Indian', ' Desserts']",Invalid,300,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Desserts']",0,0
Burger Bistro,Gst Road,['Fast Food'],Invalid,400,3.6,15,3.9,98,"['Home Delivery', 'Indoor Seating']",Affordable,['Fast Food'],1,1
Burger Bistro,Potheri,['Fast Food'],Invalid,400,0.0,0,3.2,41,['Delivery Only'],Affordable,['Fast Food'],0,1
Burger Bistro,Kelambakkam,['Fast Food'],Invalid,400,0.0,0,0.0,0,['Delivery Only'],Affordable,['Fast Food'],0,0
Parantha Pundit,Porur,"['North Indian', ' Beverages']",Invalid,200,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,0
Parantha Pundit,Thuraipakkam,"['North Indian', ' Beverages']",Invalid,200,0.0,0,3.5,84,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,1
Parantha Pundit,Mogappair,"['North Indian', ' Beverages']",Invalid,200,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,0
Parantha Pundit,Nungambakkam,"['North Indian', ' Beverages']",Invalid,200,0.0,0,3.2,262,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,1
Parantha Pundit,Thousand Lights,"['North Indian', ' Beverages']",Invalid,200,0.0,0,0.0,0,['Home Delivery'],Budget,"['North Indian', ' Beverages']",0,0
Parantha Pundit,T. Nagar,"['North Indian', ' Beverages']",Invalid,200,0.0,0,3.1,55,['Home Delivery'],Budget,"['North Indian', ' Beverages']",0,1
Parantha Pundit,Kovalam,"['North Indian', ' Beverages']",Invalid,200,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,0
Parantha Pundit,Choolaimedu,"['North Indian', ' Beverages']",Invalid,200,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,0
Parantha Pundit,Madipakkam,"['North Indian', ' Beverages']",Invalid,200,0.0,0,0.0,0,['Delivery Only'],Budget,"['North Indian', ' Beverages']",0,0
Mcrennett,Kodambakkam,"['Bakery', ' Street Food']",Invalid,350,0.0,0,4.0,49,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,1
Mcrennett,T. Nagar,"['Bakery', ' Street Food']",Invalid,350,3.4,28,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Pallavaram,"['Bakery', ' Street Food']",Invalid,350,3.3,38,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Anna Nagar East,"['Bakery', ' Street Food']",Invalid,350,3.5,28,4.4,69,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,1
Mcrennett,Mogappair,"['Bakery', ' Street Food']",Invalid,350,0.0,0,3.6,50,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,1
Mcrennett,Thousand Lights,"['Bakery', ' Street Food']",Invalid,350,3.1,22,3.9,46,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,1
Mcrennett,Anna Nagar West,"['Bakery', ' Street Food']",Invalid,350,0.0,0,3.9,40,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,1
Mcrennett,Porur,"['Bakery', ' Street Food']",Invalid,350,2.9,28,3.9,60,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,1
Mcrennett,Purasavakkam,"['Bakery', ' Street Food']",Invalid,350,2.9,14,3.9,34,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",Affordable,"['Bakery', ' Street Food']",1,1
