Name,location,cuisine,top dishes,price for 2,dining rating,dining rating count,delivery rating,delivery rating count,Features,has_dine_in,has_delivery,price category,cuisine_list
Haji Ali Juice Centre,Chetpet,"['Ice Cream', ' Beverages', ' Fast Food', ' Rolls']","['Sandwich', ' Faluda', ' Vanilla Ice Cream']",600,3.7,66,4.2,187,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1,1,Affordable,Beverages
Haji Ali Juice Centre,Chetpet,"['Ice Cream', ' Beverages', ' Fast Food', ' Rolls']","['Sandwich', ' Faluda', ' Vanilla Ice Cream']",600,3.7,66,4.2,187,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1,1,Affordable,Fast Food
Haji Ali Juice Centre,Chetpet,"['Ice Cream', ' Beverages', ' Fast Food', ' Rolls']","['Sandwich', ' Faluda', ' Vanilla Ice Cream']",600,3.7,66,4.2,187,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1,1,Affordable,Rolls
Amigo Food Court,Selaiyur,['North Indian'],['Bamboo Biryani'],600,3.5,87,3.5,2241,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,North Indian
The Balcony Cafe,Nungambakkam,"['Cafe', ' Italian', ' Continental']","['Burgers', ' English Breakfast', ' Fries', ' Chicken Poppers', ' Onion Rings', ' Fried Icecream', ' Waffles']",600,2.9,51,4.1,121,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Cafe
The Balcony Cafe,Nungambakkam,"['Cafe', ' Italian', ' Continental']","['Burgers', ' English Breakfast', ' Fries', ' Chicken Poppers', ' Onion Rings', ' Fried Icecream', ' Waffles']",600,2.9,51,4.1,121,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Italian
The Balcony Cafe,Nungambakkam,"['Cafe', ' Italian', ' Continental']","['Burgers', ' English Breakfast', ' Fries', ' Chicken Poppers', ' Onion Rings', ' Fried Icecream', ' Waffles']",600,2.9,51,4.1,121,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Continental
Cheese And Spicy World,Ramapuram,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,400,3.8,109,3.4,87,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Sandwich
Cheese And Spicy World,Ramapuram,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,400,3.8,109,3.4,87,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Fast Food
Cheese And Spicy World,Ramapuram,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,400,3.8,109,3.4,87,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Beverages
Dubai Kitchen,Neelangarai,"['Arabian', ' North Indian', ' Chinese']","['Chicken Grill', ' Tandoori Chicken', ' Butter Chicken', ' Barbeque Chicken', ' Pita Bread', ' Naan', ' Bbq Chicken']",700,2.4,103,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Wifi']",1,0,Mid Range,Arabian
Dubai Kitchen,Neelangarai,"['Arabian', ' North Indian', ' Chinese']","['Chicken Grill', ' Tandoori Chicken', ' Butter Chicken', ' Barbeque Chicken', ' Pita Bread', ' Naan', ' Bbq Chicken']",700,2.4,103,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Wifi']",1,0,Mid Range,North Indian
Dubai Kitchen,Neelangarai,"['Arabian', ' North Indian', ' Chinese']","['Chicken Grill', ' Tandoori Chicken', ' Butter Chicken', ' Barbeque Chicken', ' Pita Bread', ' Naan', ' Bbq Chicken']",700,2.4,103,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Wifi']",1,0,Mid Range,Chinese
Atho Kadai,Anna Nagar West,['Burmese'],Invalid,250,3.8,102,4.0,1923,"['Home Delivery', 'Outdoor Seating']",1,1,Budget,Burmese
Splendour,"Vestin Park Hotel, Egmore","['North Indian', ' Chinese']",Invalid,1100,2.9,33,,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Buffet']",1,0,Premium,North Indian
Splendour,"Vestin Park Hotel, Egmore","['North Indian', ' Chinese']",Invalid,1100,2.9,33,,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Buffet']",1,0,Premium,Chinese
Soman Unvagam,Perambur,"['South Indian', ' North Indian', ' Chinese']",Invalid,400,3.6,108,3.8,1257,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",1,1,Affordable,South Indian
Soman Unvagam,Perambur,"['South Indian', ' North Indian', ' Chinese']",Invalid,400,3.6,108,3.8,1257,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",1,1,Affordable,North Indian
Soman Unvagam,Perambur,"['South Indian', ' North Indian', ' Chinese']",Invalid,400,3.6,108,3.8,1257,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",1,1,Affordable,Chinese
Cakes & Pies,Maduravoyal,"['Bakery', ' Pizza', ' Sandwich', ' Fast Food']",Invalid,350,3.8,63,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1,0,Affordable,Bakery
Cakes & Pies,Maduravoyal,"['Bakery', ' Pizza', ' Sandwich', ' Fast Food']",Invalid,350,3.8,63,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1,0,Affordable,Pizza
Cakes & Pies,Maduravoyal,"['Bakery', ' Pizza', ' Sandwich', ' Fast Food']",Invalid,350,3.8,63,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1,0,Affordable,Sandwich
Cakes & Pies,Maduravoyal,"['Bakery', ' Pizza', ' Sandwich', ' Fast Food']",Invalid,350,3.8,63,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1,0,Affordable,Fast Food
Kebabians,Potheri,"['North Indian', ' Biryani']",Invalid,300,3.7,102,4.0,309,"['Home Delivery', 'Free Parking', 'Indoor Seating']",1,1,Budget,North Indian
Kebabians,Potheri,"['North Indian', ' Biryani']",Invalid,300,3.7,102,4.0,309,"['Home Delivery', 'Free Parking', 'Indoor Seating']",1,1,Budget,Biryani
Madurai Saradha Mess,Anna Nagar East,"['South Indian', ' Chinese']","['Mutton Chukka', ' Paratha']",300,3.4,108,4.1,2672,"['Home Delivery', 'Indoor Seating']",1,1,Budget,South Indian
Madurai Saradha Mess,Anna Nagar East,"['South Indian', ' Chinese']","['Mutton Chukka', ' Paratha']",300,3.4,108,4.1,2672,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Chinese
Tea Break,Sholinganallur,"['Beverages', ' Sandwich', ' Fast Food']",Invalid,350,3.7,110,3.7,7173,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Beverages
Tea Break,Sholinganallur,"['Beverages', ' Sandwich', ' Fast Food']",Invalid,350,3.7,110,3.7,7173,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Sandwich
Tea Break,Sholinganallur,"['Beverages', ' Sandwich', ' Fast Food']",Invalid,350,3.7,110,3.7,7173,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Fast Food
Baskin Robbins,Besant Nagar,"['Desserts', ' Ice Cream', ' Beverages']",Invalid,200,3.7,63,,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1,0,Budget,Desserts
Baskin Robbins,Besant Nagar,"['Desserts', ' Ice Cream', ' Beverages']",Invalid,200,3.7,63,,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1,0,Budget,Ice Cream
Baskin Robbins,Besant Nagar,"['Desserts', ' Ice Cream', ' Beverages']",Invalid,200,3.7,63,,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1,0,Budget,Beverages
Moon Spoon,Teynampet,"['North Indian', ' Chinese', ' Thai']",['Chicken Biryani'],500,,Does not offer Dining,3.7,2842,['Home Delivery'],0,1,Affordable,North Indian
Moon Spoon,Teynampet,"['North Indian', ' Chinese', ' Thai']",['Chicken Biryani'],500,,Does not offer Dining,3.7,2842,['Home Delivery'],0,1,Affordable,Chinese
Moon Spoon,Teynampet,"['North Indian', ' Chinese', ' Thai']",['Chicken Biryani'],500,,Does not offer Dining,3.7,2842,['Home Delivery'],0,1,Affordable,Thai
Al Taj Biryani,Triplicane,"['Arabian', ' Chinese', ' North Indian', ' Biryani']","['Chicken Biryani', ' Shawarma', ' Salad']",300,3.8,104,4.3,2506,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Arabian
Al Taj Biryani,Triplicane,"['Arabian', ' Chinese', ' North Indian', ' Biryani']","['Chicken Biryani', ' Shawarma', ' Salad']",300,3.8,104,4.3,2506,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Chinese
Al Taj Biryani,Triplicane,"['Arabian', ' Chinese', ' North Indian', ' Biryani']","['Chicken Biryani', ' Shawarma', ' Salad']",300,3.8,104,4.3,2506,"['Home Delivery', 'Indoor Seating']",1,1,Budget,North Indian
Al Taj Biryani,Triplicane,"['Arabian', ' Chinese', ' North Indian', ' Biryani']","['Chicken Biryani', ' Shawarma', ' Salad']",300,3.8,104,4.3,2506,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Biryani
Mud Koffee,Besant Nagar,"['Coffee', ' Fast Food']","['Hot Chocolate', ' Filtered Coffee', ' Choco Hazelnut', ' Caramel Coffee', ' Chocolate Coffee', ' Coffee Hazelnut', ' Nutella Coffee']",200,3.9,70,,Does not offer Delivery,['Takeaway Only'],1,0,Budget,Coffee
Mud Koffee,Besant Nagar,"['Coffee', ' Fast Food']","['Hot Chocolate', ' Filtered Coffee', ' Choco Hazelnut', ' Caramel Coffee', ' Chocolate Coffee', ' Coffee Hazelnut', ' Nutella Coffee']",200,3.9,70,,Does not offer Delivery,['Takeaway Only'],1,0,Budget,Fast Food
Nellai Chettinadu,Maduravoyal,"['Chettinad', ' South Indian']",Invalid,300,3.6,109,3.7,7455,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Budget,Chettinad
Nellai Chettinadu,Maduravoyal,"['Chettinad', ' South Indian']",Invalid,300,3.6,109,3.7,7455,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Budget,South Indian
Five Star Chicken,Gst Road,"['Fast Food', ' Rolls', ' Burger']",Invalid,300,2.9,98,3.6,4675,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Free Parking']",1,1,Budget,Fast Food
Five Star Chicken,Gst Road,"['Fast Food', ' Rolls', ' Burger']",Invalid,300,2.9,98,3.6,4675,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Free Parking']",1,1,Budget,Rolls
Five Star Chicken,Gst Road,"['Fast Food', ' Rolls', ' Burger']",Invalid,300,2.9,98,3.6,4675,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Free Parking']",1,1,Budget,Burger
Nawabs,Anna Nagar East,"['North Indian', ' Chinese', ' Fast Food']","['Tandoori Chicken', ' Rolls', ' Chicken Manchurian', ' Premium Mutton Biryani']",600,,Does not offer Dining,3.7,138,['Home Delivery'],0,1,Affordable,North Indian
Nawabs,Anna Nagar East,"['North Indian', ' Chinese', ' Fast Food']","['Tandoori Chicken', ' Rolls', ' Chicken Manchurian', ' Premium Mutton Biryani']",600,,Does not offer Dining,3.7,138,['Home Delivery'],0,1,Affordable,Chinese
Nawabs,Anna Nagar East,"['North Indian', ' Chinese', ' Fast Food']","['Tandoori Chicken', ' Rolls', ' Chicken Manchurian', ' Premium Mutton Biryani']",600,,Does not offer Dining,3.7,138,['Home Delivery'],0,1,Affordable,Fast Food
Sea Breeze,"Jp Hotel, Koyambedu","['North Indian', ' South Indian', ' Continental']","['Salad', ' Paya']",1300,3.6,66,,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Live Sports Screening', 'Table booking recommended', 'Wifi', 'Buffet', 'Indoor Seating']",1,0,Premium,North Indian
Sea Breeze,"Jp Hotel, Koyambedu","['North Indian', ' South Indian', ' Continental']","['Salad', ' Paya']",1300,3.6,66,,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Live Sports Screening', 'Table booking recommended', 'Wifi', 'Buffet', 'Indoor Seating']",1,0,Premium,South Indian
Sea Breeze,"Jp Hotel, Koyambedu","['North Indian', ' South Indian', ' Continental']","['Salad', ' Paya']",1300,3.6,66,,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Live Sports Screening', 'Table booking recommended', 'Wifi', 'Buffet', 'Indoor Seating']",1,0,Premium,Continental
Tranquebar - ITC Grand Chola,"Itc Grand Chola, Guindy",['Finger Food'],Invalid,3000,3.7,60,,Does not offer Delivery,"['Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Serves Cocktails', '4/5 Star', 'Wifi', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'LGBTQIA Friendly']",1,0,Premium,Finger Food
Saravana Mess,Nungambakkam,"['South Indian', ' Chettinad', ' Chinese']",Invalid,200,,Does not offer Dining,3.9,4146,"['Breakfast', 'Home Delivery']",0,1,Budget,South Indian
Saravana Mess,Nungambakkam,"['South Indian', ' Chettinad', ' Chinese']",Invalid,200,,Does not offer Dining,3.9,4146,"['Breakfast', 'Home Delivery']",0,1,Budget,Chettinad
Saravana Mess,Nungambakkam,"['South Indian', ' Chettinad', ' Chinese']",Invalid,200,,Does not offer Dining,3.9,4146,"['Breakfast', 'Home Delivery']",0,1,Budget,Chinese
Chaat Chatore,Porur,"['Street Food', ' Fast Food']",Invalid,150,3.9,51,3.8,510,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Street Food
Chaat Chatore,Porur,"['Street Food', ' Fast Food']",Invalid,150,3.9,51,3.8,510,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Fast Food
Ratri Cafe,Chromepet,['Fast Food'],['Burgers'],200,3.9,95,3.8,671,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Fast Food
Arjun Mummy Daddy Andhra Mess,Velachery,"['Biryani', ' South Indian']",Invalid,450,,Does not offer Dining,3.9,3076,['Home Delivery'],0,1,Affordable,Biryani
Arjun Mummy Daddy Andhra Mess,Velachery,"['Biryani', ' South Indian']",Invalid,450,,Does not offer Dining,3.9,3076,['Home Delivery'],0,1,Affordable,South Indian
Sporty Cafe,Madipakkam,"['Sandwich', ' Burger']","['Burgers', ' Chicken Burger', ' Sandwich', ' Thick Shakes', ' French Fries']",500,4.0,91,4.2,298,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Sandwich
Sporty Cafe,Madipakkam,"['Sandwich', ' Burger']","['Burgers', ' Chicken Burger', ' Sandwich', ' Thick Shakes', ' French Fries']",500,4.0,91,4.2,298,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Burger
Keys Cafe - Keys Select Hotel,"Keys Hotel, Thiruvanmiyur","['North Indian', ' Cafe', ' South Indian', ' Sandwich']","['Healthy Breakfast', ' Beer', ' Fries']",1000,3.1,90,,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Buffet']",1,0,Mid Range,North Indian
Keys Cafe - Keys Select Hotel,"Keys Hotel, Thiruvanmiyur","['North Indian', ' Cafe', ' South Indian', ' Sandwich']","['Healthy Breakfast', ' Beer', ' Fries']",1000,3.1,90,,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Buffet']",1,0,Mid Range,Cafe
Keys Cafe - Keys Select Hotel,"Keys Hotel, Thiruvanmiyur","['North Indian', ' Cafe', ' South Indian', ' Sandwich']","['Healthy Breakfast', ' Beer', ' Fries']",1000,3.1,90,,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Buffet']",1,0,Mid Range,South Indian
Keys Cafe - Keys Select Hotel,"Keys Hotel, Thiruvanmiyur","['North Indian', ' Cafe', ' South Indian', ' Sandwich']","['Healthy Breakfast', ' Beer', ' Fries']",1000,3.1,90,,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Buffet']",1,0,Mid Range,Sandwich
Cream Affair,Nungambakkam,"['Desserts', ' Ice Cream']","['Waffles', ' Bubble Waffle']",300,3.9,70,3.9,43,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Indoor Seating']",1,1,Budget,Desserts
Cream Affair,Nungambakkam,"['Desserts', ' Ice Cream']","['Waffles', ' Bubble Waffle']",300,3.9,70,3.9,43,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Indoor Seating']",1,1,Budget,Ice Cream
Seena Bhai,Kilpauk,['South Indian'],Invalid,200,,Does not offer Dining,3.8,74,['Home Delivery'],0,1,Budget,South Indian
Burger & Sandwich Treat,West Mambalam,"['Sandwich', ' Fast Food', ' Ice Cream', ' Beverages']",Invalid,350,3.5,101,3.4,1863,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Sandwich
Burger & Sandwich Treat,West Mambalam,"['Sandwich', ' Fast Food', ' Ice Cream', ' Beverages']",Invalid,350,3.5,101,3.4,1863,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Fast Food
Burger & Sandwich Treat,West Mambalam,"['Sandwich', ' Fast Food', ' Ice Cream', ' Beverages']",Invalid,350,3.5,101,3.4,1863,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Ice Cream
Burger & Sandwich Treat,West Mambalam,"['Sandwich', ' Fast Food', ' Ice Cream', ' Beverages']",Invalid,350,3.5,101,3.4,1863,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Beverages
Twinkle Dipz,"Omr Food Street, Guduvancheri","['Desserts', ' Ice Cream']",['Choco Chip Brownie'],250,3.9,87,3.9,1831,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Self Service']",1,1,Budget,Desserts
Twinkle Dipz,"Omr Food Street, Guduvancheri","['Desserts', ' Ice Cream']",['Choco Chip Brownie'],250,3.9,87,3.9,1831,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Self Service']",1,1,Budget,Ice Cream
Sathyam Vegetarian Restaurant,Kanchipuram District,"['Chinese', ' North Indian', ' South Indian']","['Idiyappam', ' Pongal']",300,3.9,97,,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",1,0,Budget,Chinese
Sathyam Vegetarian Restaurant,Kanchipuram District,"['Chinese', ' North Indian', ' South Indian']","['Idiyappam', ' Pongal']",300,3.9,97,,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",1,0,Budget,North Indian
Sathyam Vegetarian Restaurant,Kanchipuram District,"['Chinese', ' North Indian', ' South Indian']","['Idiyappam', ' Pongal']",300,3.9,97,,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",1,0,Budget,South Indian
Soo Meen,Taramani,"['South Indian', ' Seafood']","['Crab Fry', ' Fish Fry']",300,3.8,48,4.0,107,"['Home Delivery', 'Indoor Seating']",1,1,Budget,South Indian
Soo Meen,Taramani,"['South Indian', ' Seafood']","['Crab Fry', ' Fish Fry']",300,3.8,48,4.0,107,"['Home Delivery', 'Indoor Seating']",1,1,Budget,Seafood
Burger Beast,Tambaram,['Fast Food'],"['Burgers', ' Chicken Bbq Burger', ' Fried Chicken Burger', ' Patty Burger']",250,,Does not offer Dining,3.3,118,['Delivery Only'],0,1,Budget,Fast Food
Madurai Sri Bhavan,Thiruvanmiyur,['South Indian'],Invalid,100,3.6,72,3.9,2813,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",1,1,Budget,South Indian
BakeHouse23,Chetpet,['Desserts'],"['Cupcake', ' Brownie', ' Cake Pops', ' Triple Chocolate', ' Fondant Cake']",150,,Does not offer Dining,3.5,71,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",0,1,Budget,Desserts
24x7 Bytes,"Gokulam Park Sabari - Omr, Old Mahabalipuram Road","['North Indian', ' Continental', ' South Indian']",['Punjabi Chicken'],1100,3.1,83,3.7,147,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking Area', 'Brunch', 'Buffet', 'Table booking recommended', 'Indoor Seating', 'Live Sports Screening', 'Valet Parking Available']",1,1,Premium,North Indian
24x7 Bytes,"Gokulam Park Sabari - Omr, Old Mahabalipuram Road","['North Indian', ' Continental', ' South Indian']",['Punjabi Chicken'],1100,3.1,83,3.7,147,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking Area', 'Brunch', 'Buffet', 'Table booking recommended', 'Indoor Seating', 'Live Sports Screening', 'Valet Parking Available']",1,1,Premium,Continental
24x7 Bytes,"Gokulam Park Sabari - Omr, Old Mahabalipuram Road","['North Indian', ' Continental', ' South Indian']",['Punjabi Chicken'],1100,3.1,83,3.7,147,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking Area', 'Brunch', 'Buffet', 'Table booking recommended', 'Indoor Seating', 'Live Sports Screening', 'Valet Parking Available']",1,1,Premium,South Indian
Whatsup Multicuisine Restaurant,Sholinganallur,"['North Indian', ' Chinese', ' Mughlai']",Invalid,450,3.8,110,3.8,6941,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,North Indian
Whatsup Multicuisine Restaurant,Sholinganallur,"['North Indian', ' Chinese', ' Mughlai']",Invalid,450,3.8,110,3.8,6941,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Chinese
Whatsup Multicuisine Restaurant,Sholinganallur,"['North Indian', ' Chinese', ' Mughlai']",Invalid,450,3.8,110,3.8,6941,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Mughlai
Restogram,Kodambakkam,['Chinese'],['Biryani'],450,3.8,102,4.0,1671,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Chinese
Vallavan Restaurant,Arumbakkam,"['North Indian', ' South Indian', ' Chinese']",['Biryani'],400,3.6,116,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",1,0,Affordable,North Indian
Vallavan Restaurant,Arumbakkam,"['North Indian', ' South Indian', ' Chinese']",['Biryani'],400,3.6,116,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",1,0,Affordable,South Indian
Vallavan Restaurant,Arumbakkam,"['North Indian', ' South Indian', ' Chinese']",['Biryani'],400,3.6,116,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",1,0,Affordable,Chinese
Biryani Darbar,Virugambakkam,"['Biryani', ' Chettinad', ' Chinese']",['Biryani'],500,3.0,101,3.2,838,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Biryani
Biryani Darbar,Virugambakkam,"['Biryani', ' Chettinad', ' Chinese']",['Biryani'],500,3.0,101,3.2,838,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Chettinad
Biryani Darbar,Virugambakkam,"['Biryani', ' Chettinad', ' Chinese']",['Biryani'],500,3.0,101,3.2,838,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Chinese
Arabica,Sholinganallur,"['Arabian', ' South Indian', ' North Indian']","['Shawarma', ' Naan']",500,3.5,91,3.7,945,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Arabian
Arabica,Sholinganallur,"['Arabian', ' South Indian', ' North Indian']","['Shawarma', ' Naan']",500,3.5,91,3.7,945,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,South Indian
Arabica,Sholinganallur,"['Arabian', ' South Indian', ' North Indian']","['Shawarma', ' Naan']",500,3.5,91,3.7,945,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,North Indian
Food First,Thiruvanmiyur,"['North Indian', ' Chinese', ' Mughlai']","['Butter Chicken', ' Naan']",600,3.2,74,4.0,733,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,North Indian
Food First,Thiruvanmiyur,"['North Indian', ' Chinese', ' Mughlai']","['Butter Chicken', ' Naan']",600,3.2,74,4.0,733,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Chinese
Food First,Thiruvanmiyur,"['North Indian', ' Chinese', ' Mughlai']","['Butter Chicken', ' Naan']",600,3.2,74,4.0,733,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Mughlai
Al Arafah Restaurant,Santhome,"['Chinese', ' North Indian', ' Biryani']","['Chicken Grill', ' Shawarma', ' Biryani']",400,3.6,84,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",1,0,Affordable,Chinese
Al Arafah Restaurant,Santhome,"['Chinese', ' North Indian', ' Biryani']","['Chicken Grill', ' Shawarma', ' Biryani']",400,3.6,84,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",1,0,Affordable,North Indian
Al Arafah Restaurant,Santhome,"['Chinese', ' North Indian', ' Biryani']","['Chicken Grill', ' Shawarma', ' Biryani']",400,3.6,84,,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",1,0,Affordable,Biryani
Hotel Quality,Alwarpet,"['North Indian', ' Chinese', ' Seafood', ' Biryani']","['Paratha', ' Tea']",500,3.0,64,3.7,737,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,North Indian
Hotel Quality,Alwarpet,"['North Indian', ' Chinese', ' Seafood', ' Biryani']","['Paratha', ' Tea']",500,3.0,64,3.7,737,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Chinese
Hotel Quality,Alwarpet,"['North Indian', ' Chinese', ' Seafood', ' Biryani']","['Paratha', ' Tea']",500,3.0,64,3.7,737,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Seafood
Hotel Quality,Alwarpet,"['North Indian', ' Chinese', ' Seafood', ' Biryani']","['Paratha', ' Tea']",500,3.0,64,3.7,737,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Affordable,Biryani
The Golden Palate,"Hotel Mamallaa Heritage, East Coast Road (Ecr)",['North Indian'],"['Naan', ' Thali', ' Veg Pulao']",800,3.3,80,,Does not offer Delivery,"['Wheelchair Accessible', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",1,0,Mid Range,North Indian
Kottayam Cafe,Mogappair,"['Chinese', ' South Indian', ' Fast Food']",Invalid,250,4.0,92,4.0,439,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Budget,Chinese
Kottayam Cafe,Mogappair,"['Chinese', ' South Indian', ' Fast Food']",Invalid,250,4.0,92,4.0,439,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Budget,South Indian
Kottayam Cafe,Mogappair,"['Chinese', ' South Indian', ' Fast Food']",Invalid,250,4.0,92,4.0,439,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1,1,Budget,Fast Food
Zahoor,Thousand Lights,"['Chinese', ' North Indian', ' Biryani']",Invalid,500,3.8,111,3.7,5536,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,Chinese
Zahoor,Thousand Lights,"['Chinese', ' North Indian', ' Biryani']",Invalid,500,3.8,111,3.7,5536,"['Home Delivery', 'Indoor Seating']",1,1,Affordable,North Indian
